Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2440,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,
2441,22/09/2015,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"30,00,000",Series A
2442,22/09/2015,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,,
2443,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,
2444,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,"8,00,000",Pre-Series A
2445,22/09/2015,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,"4,00,000",
2446,22/09/2015,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,"1,00,00,000",Series A
2447,22/09/2015,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"3,00,000",
2448,23/09/2015,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,,
2449,23/09/2015,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,
2450,23/09/2015,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,"12,00,000",Series A
2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"22,50,000",Series A
2452,23/09/2015,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"17,50,000",pre-Series A
2453,24/09/2015,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,"33,00,000",
2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000",
2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"20,00,000",Series A
2456,24/09/2015,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"10,00,000",
2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,,Pre-Series A
2458,28/09/2015,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
2459,28/09/2015,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,"3,00,00,000",late Stage (part of $500M funding rnd)
2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",Late Stage (Alibaba @ 40% equity)
2461,29/09/2015,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"10,00,00,000",Late Stage
2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",Series B
2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,,
2464,29/09/2015,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,,
2465,29/09/2015,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",
2466,29/09/2015,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,
2467,30/09/2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"50,00,000",
2468,30/09/2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,"10,00,000",
2469,30/09/2015,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round
2470,30/09/2015,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",
2471,01/08/2015,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
2472,01/08/2015,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",
2473,03/08/2015,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,,
2474,03/08/2015,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
2475,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,,
2476,03/08/2015,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
2477,03/08/2015,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",Series B
2478,03/08/2015,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,,
2479,03/08/2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B
2480,04/08/2015,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
2481,05/08/2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",
2482,05/08/2015,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",
2483,05/08/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
2484,05/08/2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
2485,05/08/2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",
2486,05/08/2015,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,
2487,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",
2488,06/08/2015,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,,
2489,06/08/2015,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A
2490,06/08/2015,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C
2491,06/08/2015,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,
2492,06/08/2015,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,
2493,06/08/2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",
2494,06/08/2015,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C
2495,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A
2496,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",
2497,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A
2498,07/08/2015,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A
2499,07/08/2015,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,,
2500,07/08/2015,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,,
2501,10/08/2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",Pre Series-A
2502,10/08/2015,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",
2503,10/08/2015,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,
2504,10/08/2015,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",QPrize Contest Winners
2505,10/08/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A
2506,10/08/2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",
2507,10/08/2015,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,"10,00,000",Series A
2508,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",Series B
2509,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",Series A
2510,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",
2511,11/08/2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",
2512,11/08/2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",Series A
2513,11/08/2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",
2514,12/08/2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",Series B
2515,12/08/2015,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,"5,00,00,000",Series C
2516,12/08/2015,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,"7,70,000",
2517,12/08/2015,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"25,00,000",Series A
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,"5,00,000",
2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"2,50,00,000",Series B
2520,13/08/2015,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,
2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,"40,00,000",Series A
2522,14/08/2015,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000",
2523,14/08/2015,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"2,45,000",
2524,14/08/2015,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,,
2525,17/08/2015,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,"2,20,000",
2526,17/08/2015,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,
2527,17/08/2015,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"1,60,000",
2528,17/08/2015,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,,pre series A
2529,17/08/2015,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,,
2530,17/08/2015,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,,
2531,17/08/2015,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"3,10,000",
2532,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,,Strategic Investment
2533,18/08/2015,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,"1,50,00,000",Series B
2534,18/08/2015,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"42,00,000",Series A
2535,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"10,00,000",
2536,18/08/2015,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,
2537,18/08/2015,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A
2538,18/08/2015,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,"10,00,000",Series A
2539,19/08/2015,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,,
2540,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,"24,00,000",
2541,19/08/2015,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,
2542,19/08/2015,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,"2,00,00,000",
2543,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,"1,56,000",
2544,20/08/2015,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,"6,00,000",
2545,20/08/2015,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"6,00,000",
2546,21/08/2015,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"5,00,000",
2547,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,"3,00,000",
2548,24/08/2015,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,"4,00,000",
2549,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,,
2550,24/08/2015,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,
2551,25/08/2015,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"10,00,000",pre-series A
2552,25/08/2015,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"30,00,000",Series A
2553,25/08/2015,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"40,00,000",Series A
2554,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,"2,50,000",
2555,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,"1,00,000",
2556,26/08/2015,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"4,00,000",
2557,26/08/2015,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,,
2558,26/08/2015,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,"5,00,000",
2559,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,,
2560,27/08/2015,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,,
