Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2561,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,,Strategic Investment
2562,28/08/2015,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,
2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,"20,00,000",Pre-Series A
2564,28/08/2015,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,"1,60,000",
2565,29/08/2015,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,
2566,31/08/2015,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"3,00,000",
2567,31/08/2015,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"40,00,000",Series A
2568,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round
2569,01/07/2015,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,
2570,01/07/2015,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,,Series A
2571,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"10,00,000",
2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"6,30,000",
2573,01/07/2015,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,
2574,01/07/2015,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,,Personal Investment
2575,01/07/2015,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"1,35,00,000",Series A
2576,02/07/2015,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"6,00,00,000",Series C\\n(More here)
2577,02/07/2015,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,"50,00,000",Series A
2578,02/07/2015,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"1,61,000",
2579,03/07/2015,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,"65,00,000",Series A
2580,03/07/2015,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,,Pre-Series A
2581,03/07/2015,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"10,00,000",
2582,04/07/2015,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,
2583,04/07/2015,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"3,95,000",
2584,05/07/2015,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,,
2585,06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,,
2586,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"3,00,00,000",Series B
2587,06/07/2015,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,,
2588,07/07/2015,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"30,00,000",Series A
2589,07/07/2015,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,"50,00,000",Series A
2590,07/07/2015,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,
2591,07/07/2015,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,Pre-Series A
2592,08/07/2015,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,,
2593,08/07/2015,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"10,00,00,000",Series C
2594,08/07/2015,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"1,10,00,000",Series A
2595,08/07/2015,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"3,00,00,000",Series C
2596,08/07/2015,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,"20,000",
2597,08/07/2015,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,,
2598,08/07/2015,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,"4,70,000",Strategic Investment
2599,08/07/2015,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,"75,00,000",Series B
2600,08/07/2015,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"1,00,00,000",Series A
2601,08/07/2015,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"1,02,00,000",Series A
2602,08/07/2015,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"1,10,00,000",Series B
2603,09/07/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,"\\xc2\\xa020,000,000",\\xc2\\xa0Series B
2604,09/07/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"\\xc2\\xa016,200,000",
2605,09/07/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,\\xc2\\xa0N/A,
2606,09/07/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,\\xc2\\xa0N/A,
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,"\\xc2\\xa0600,000",
2608,10/07/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"\\xc2\\xa0685,000",
2609,10/07/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,"\\xc2\\xa019,350,000",\\xc2\\xa0Late Stage
2610,13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,"\\xc2\\xa05,000,000",\\xc2\\xa0Series A
2611,13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,"\\xc2\\xa010,000,000",\\xc2\\xa0Series A
2612,13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,\\xc2\\xa0N/A,
2613,14/07/2015,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"1,00,00,000",Series B
2614,14/07/2015,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,\\xc2\\xa0N/A,
2615,14/07/2015,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"3,00,000",
2616,14/07/2015,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,"75,00,000",Series C
2617,14/07/2015,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,"7,90,000",
2618,14/07/2015,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,"5,00,000",
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"10,00,00,000",Series B
2620,15/07/2015,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,"23,00,000",Series B
2621,15/07/2015,InstaLively.com,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,
2622,15/07/2015,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"1,10,00,000",Series A
2623,16/07/2015,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"7,00,000",
2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,"16,00,000",Follow on Funding
2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"1,00,000",
2626,20/07/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"1,50,00,000",No confirmation
2627,20/07/2015,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"48,50,000",Series A
2628,21/07/2015,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,
2629,21/07/2015,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"10,00,000",Series A
2630,22/07/2015,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,"20,00,000",Series A
2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,"3,00,00,000",Late Stage
2632,23/07/2015,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,"1,27,50,000",Series A
2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"2,50,00,000",Series B
2634,23/07/2015,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,"3,20,000",
2635,23/07/2015,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,,
2636,23/07/2015,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,"2,00,00,000",Series B
2637,23/07/2015,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,"1,50,00,000",Strategic Investment
2638,23/07/2015,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,"10,00,000",Series A
2639,23/07/2015,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"6,00,00,000",Late Stage
2640,23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Seed Funding,,
2641,24/07/2015,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,"10,00,000",Bridge round
2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Seed Funding,,
2643,25/07/2015,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,"1,50,00,000",Series A
2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,"60,00,000",Series A
2645,27/07/2015,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,,
2646,27/07/2015,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,,
2647,27/07/2015,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,,
2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"10,00,00,000",Series D
2649,28/07/2015,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,"70,00,00,000","Late Stage, 10th Round More here"
2650,28/07/2015,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"13,00,000",
2651,28/07/2015,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"10,00,000",
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,"20,00,000",Series A
2653,29/07/2015,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"24,00,000",
2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,"5,00,00,000",Series A
2655,29/07/2015,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,"12,00,000",Series A
2656,30/07/2015,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,"6,00,000",Pre-Series A
2657,30/07/2015,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"24,00,000",Series A
2658,30/07/2015,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"1,60,00,000",Series A
2659,30/07/2015,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"1,68,000",
2660,30/07/2015,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"1,68,000",
2661,30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,,Pre-Series A
2662,30/07/2015,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,,
2663,31/07/2015,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"5,00,000",pre-Series A
2664,31/07/2015,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,,Series A
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,"20,00,000",Series A
2666,31/07/2015,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,"50,00,000",Strategic Investment
2667,01/06/2015,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,,
2668,01/06/2015,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"60,00,000",Series B
2669,01/06/2015,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"5,00,000",
2670,01/06/2015,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,"40,00,000",Series C
2671,01/06/2015,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,"3,50,000",
2672,01/06/2015,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,,
2673,01/06/2015,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"10,00,000",Pre-Series A
2674,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,"5,50,000",
2675,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,"5,00,000",
2676,02/06/2015,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,"3,50,00,000",Series A
2677,02/06/2015,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,"3,50,000",
2678,02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,,Series A
2679,03/06/2015,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,
2680,03/06/2015,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,"30,00,000",Series A
2681,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,"1,00,000",
2682,03/06/2015,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,"1,50,00,000",Series B
2683,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"1,50,000",
2684,03/06/2015,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,
2685,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"2,50,000",
2686,03/06/2015,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,,
2687,04/06/2015,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,"13,70,00,000",Series C
2688,04/06/2015,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,"10,00,000",Pre-Series A
2689,04/06/2015,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,"2,00,00,000",Series C
2690,04/06/2015,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,"5,00,00,000",Late Stage
2691,05/06/2015,kWatt Solutions,Renewable energy solutions,,Mumbai,,Seed Funding,"5,00,000",
2692,05/06/2015,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"1,00,00,000",Series A
2693,05/06/2015,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,"50,00,000",Series A
2694,08/06/2015,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,,
2695,08/06/2015,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"4,00,00,000",Series B
2696,09/06/2015,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,"50,00,000",Series A
2697,09/06/2015,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"1,65,00,000",Series B
2698,09/06/2015,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,"2,34,000",
2699,09/06/2015,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Equity,,Series A
2700,09/06/2015,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,"1,40,000",
2701,10/06/2015,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,,
2702,10/06/2015,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,"50,00,000",Series A
2703,11/06/2015,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,"3,50,000",
2704,11/06/2015,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,"2,50,000",Pre-Series A
2705,12/06/2015,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,"1,60,00,000",Series A
2706,15/06/2015,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,"5,00,00,000",Series B
2707,15/06/2015,iSTAR,Skill Training & Placement Platform,,Bangalore,Unitus Seed Fund,Private Equity,,Series A
2708,15/06/2015,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,"5,00,000",
2709,16/06/2015,FoodAbhi,online tiffin service aggregator,,Mumbai,Group of angel investors,Seed Funding,,
2710,16/06/2015,Karma Recycling,Electronic Goods recycling service,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,,Series A
2711,16/06/2015,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"5,00,000",
2712,17/06/2015,Babychakra,Parents & Kids Online platform,,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,,
2713,17/06/2015,Jiffstore,Online Grocery platform,,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,,additional funding round
2714,17/06/2015,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"82,00,000",Series C
2715,18/06/2015,Moovo,On-Demand Logistics Service,,New Delhi,YouWeCan Ventures,Seed Funding,,
2716,18/06/2015,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,"30,00,000",Series A
2717,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,"50,00,000",Series A
2718,18/06/2015,HealthifyMe,Health & Fitness App,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,,Series A
2719,18/06/2015,CAKART.in,Online Education Marketplace,,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,,
2720,19/06/2015,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,"40,00,000",Series A
2721,19/06/2015,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,"1,10,00,000",Series C
2722,20/06/2015,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,"1,20,000",
2723,20/06/2015,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,"1,00,00,000",Series A
2724,21/06/2015,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"31,00,000",Series A
2725,22/06/2015,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,"50,00,000",Series A
2726,22/06/2015,Ixigo,Travel Search Engine,,Gurgaon,Micromax Informatics,Private Equity,,Strategic Investment
2727,22/06/2015,SkillAngels,Brain Games Platform,,Chennai,Sprout Angels LLP,Seed Funding,,
2728,22/06/2015,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,"5,00,000",
2729,22/06/2015,Banihal,Algorithmic Match Making Platform,,New Delhi / California,Dr David Cheriton,Seed Funding,,
2730,23/06/2015,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,"16,00,000",Series A
2731,23/06/2015,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,"60,00,000",Series A
2732,23/06/2015,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"10,00,000",Series A
2733,23/06/2015,Healthians.com,Preventive healthcare services,,Hyderabad,YouWeCan Ventures,Seed Funding,,
2734,24/06/2015,LabInApp,Science Learning App,,Bangalore,Unitus Seed Fund,Seed Funding,,
2735,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,,Chennai,Chennai Angels,Seed Funding,,
2736,24/06/2015,Sigrid Education,Online Education Platform,,Noida,Oliphans Capital,Seed Funding,,
2737,24/06/2015,Indix,SaaS product intelligence platform,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,"1,50,00,000",Series C
2738,24/06/2015,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,"55,00,000",Series A
2739,24/06/2015,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,"5,00,000",
2740,25/06/2015,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,"86,00,000",Series C
2741,25/06/2015,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,"60,00,000",Series A
2742,26/06/2015,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,"25,00,000",Series A
2743,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,"2,50,000",
2744,29/06/2015,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,"1,00,00,000",Series A
2745,29/06/2015,StayGlad,Beauty services Mobile Marketplace,,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,,
2746,29/06/2015,AdWyze,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Seed Funding,"10,00,000",
2747,29/06/2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,"4,00,000",
2748,30/06/2015,Buttercups,Online Lingerie platform,,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,,
2749,30/06/2015,RailYatri,Railways Information Mobile app,,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,,Pre-Series A
2750,30/06/2015,aagaar.com,Hyperlocal grocery delivery,,Gurgaon,Group of Investors,Seed Funding,,
2751,30/06/2015,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,"25,00,000",Strategic Funding
2752,30/06/2015,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,"15,00,000",Series A
